229,98.50,-1.37,0.71,-0.53,99.39,-1.18,337760032,-843977920,98750
230,98.86,-1.63,0.71,-0.53,9999,9999,-1.00,-1.00,99251
231,99.77,-2.04,0.73,-0.52,100.45,-1.18,337760128,-843977920,99749
232,100.14,-2.31,0.73,-0.52,9999,9999,-1.00,-1.00,100250
233,100.51,-2.57,0.73,-0.52,9999,9999,-1.00,-1.00,100757
234,100.87,-2.83,0.73,-0.52,9999,9999,-1.00,-1.00,101264
235,101.24,-3.10,0.73,-0.52,9999,9999,-1.00,-1.00,101771
236,103.07,-3.78,0.75,-0.49,103.66,-1.78,337760416,-843977984,102001
237,103.44,-4.02,0.75,-0.49,9999,9999,-1.00,-1.00,102502
238,103.82,-4.27,0.75,-0.49,9999,9999,-1.00,-1.00,103009
239,104.86,-4.21,0.75,-0.45,105.44,-1.78,337760576,-843977984,103249
240,105.24,-4.44,0.75,-0.45,9999,9999,-1.00,-1.00,103750
241,105.61,-4.66,0.75,-0.45,9999,9999,-1.00,-1.00,104257
242,105.99,-4.89,0.75,-0.45,9999,9999,-1.00,-1.00,104764
243,106.37,-5.11,0.75,-0.45,9999,9999,-1.00,-1.00,105271
244,107.90,-4.90,0.73,-0.37,108.29,-1.78,337760832,-843977984,105497
245,108.26,-5.09,0.73,-0.37,9999,9999,-1.00,-1.00,105998
246,109.26,-4.58,0.74,-0.32,110.07,-1.78,337760992,-843977984,106500
247,109.79,-4.14,0.75,-0.29,110.43,-1.78,337761024,-843977984,106997
248,110.17,-4.28,0.75,-0.29,9999,9999,-1.00,-1.00,107498
249,110.54,-4.43,0.75,-0.29,9999,9999,-1.00,-1.00,108005
250,110.92,-4.57,0.75,-0.29,9999,9999,-1.00,-1.00,108512
251,112.33,-4.18,0.75,-0.24,112.92,-1.18,337761248,-843977920,108747
252,112.66,-3.65,0.76,-0.21,113.28,-1.18,337761280,-843977920,108997
253,113.04,-3.75,0.76,-0.21,9999,9999,-1.00,-1.00,109498
254,113.42,-3.86,0.76,-0.21,9999,9999,-1.00,-1.00,110005
255,113.80,-3.96,0.76,-0.21,9999,9999,-1.00,-1.00,110512
256,114.18,-4.06,0.76,-0.21,9999,9999,-1.00,-1.00,111019
257,114.56,-4.17,0.76,-0.21,9999,9999,-1.00,-1.00,111526
258,116.82,-3.96,0.75,-0.16,117.20,-1.78,337761632,-843977984,111996
259,117.20,-4.04,0.75,-0.16,9999,9999,-1.00,-1.00,112497
260,117.57,-4.12,0.75,-0.16,9999,9999,-1.00,-1.00,113004
261,117.95,-4.20,0.75,-0.16,9999,9999,-1.00,-1.00,113511
262,119.48,-3.74,0.76,-0.12,120.05,-1.78,337761888,-843977984,113745
263,119.86,-3.80,0.76,-0.12,9999,9999,-1.00,-1.00,114246
264,120.24,-3.86,0.76,-0.12,9999,9999,-1.00,-1.00,114753
265,120.62,-3.92,0.76,-0.12,9999,9999,-1.00,-1.00,115260
266,121.01,-3.98,0.76,-0.12,9999,9999,-1.00,-1.00,115767
267,121.39,-4.04,0.76,-0.12,9999,9999,-1.00,-1.00,116274
268,121.77,-4.10,0.76,-0.12,9999,9999,-1.00,-1.00,116781
269,122.15,-4.16,0.76,-0.12,9999,9999,-1.00,-1.00,117288
270,122.53,-4.22,0.76,-0.12,9999,9999,-1.00,-1.00,117796
271,122.91,-4.28,0.76,-0.12,9999,9999,-1.00,-1.00,118304
272,123.29,-4.34,0.76,-0.12,9999,9999,-1.00,-1.00,118811
273,123.67,-4.40,0.76,-0.12,9999,9999,-1.00,-1.00,119318
274,124.06,-4.46,0.76,-0.12,9999,9999,-1.00,-1.00,119825
275,124.44,-4.52,0.76,-0.12,9999,9999,-1.00,-1.00,120332
276,124.82,-4.58,0.76,-0.12,9999,9999,-1.00,-1.00,120839
277,125.20,-4.64,0.76,-0.12,9999,9999,-1.00,-1.00,121346
278,125.58,-4.70,0.76,-0.12,9999,9999,-1.00,-1.00,121853
279,125.96,-4.76,0.76,-0.12,9999,9999,-1.00,-1.00,122361
280,126.34,-4.82,0.76,-0.12,9999,9999,-1.00,-1.00,122869
281,126.72,-4.88,0.76,-0.12,9999,9999,-1.00,-1.00,123376
282,127.10,-4.94,0.76,-0.12,9999,9999,-1.00,-1.00,123883
283,134.72,-3.25,0.73,-0.01,135.01,-1.78,337763232,-843977984,124243
284,135.08,-3.25,0.73,-0.01,9999,9999,-1.00,-1.00,124744
285,135.45,-3.26,0.73,-0.01,9999,9999,-1.00,-1.00,125251
286,135.82,-3.26,0.73,-0.01,9999,9999,-1.00,-1.00,125758
287,136.19,-3.27,0.73,-0.01,9999,9999,-1.00,-1.00,126265
288,136.56,-3.27,0.73,-0.01,9999,9999,-1.00,-1.00,126772
289,136.92,-3.28,0.73,-0.01,9999,9999,-1.00,-1.00,127279
290,137.29,-3.28,0.73,-0.01,9999,9999,-1.00,-1.00,127787
291,137.66,-3.29,0.73,-0.01,9999,9999,-1.00,-1.00,128294
292,138.03,-3.29,0.73,-0.01,9999,9999,-1.00,-1.00,128802
293,138.40,-3.30,0.73,-0.01,9999,9999,-1.00,-1.00,129309
294,138.77,-3.30,0.73,-0.01,9999,9999,-1.00,-1.00,129816
295,139.13,-3.31,0.73,-0.01,9999,9999,-1.00,-1.00,130323
296,139.50,-3.32,0.73,-0.01,9999,9999,-1.00,-1.00,130830
297,139.87,-3.32,0.73,-0.01,9999,9999,-1.00,-1.00,131337
298,140.24,-3.33,0.73,-0.01,9999,9999,-1.00,-1.00,131844
299,140.61,-3.33,0.73,-0.01,9999,9999,-1.00,-1.00,132352
300,140.98,-3.34,0.73,-0.01,9999,9999,-1.00,-1.00,132859
301,141.34,-3.34,0.73,-0.01,9999,9999,-1.00,-1.00,133367
